Group,Matrix ID,Name,RCM Bandwidth,Directional Mean Bias,Signed Frobenius Ratio,Gershgorin Discs,Strictly Diagonally Dominant Row Fraction,Brauer Mean Product,Brauer Max Product,Brauer Min Product,Brauer Max Center Distance,Brauer Mean Center Distance,Fiedler Value,Brauer Mean Product (Top)
HB,65,bcsstm10,66,1.5210013938551077,1.732016672492738,"[[-40551.0978,40551.0978]]",0,345503462.73347884,1644391531.970083,3059808.7283581444,38758.12000085811,11277.747813494996,4.540730448978139e-13,498.97881586094513
HB,66,bcsstm11,1,inf,inf,"[[-31.5781,31.5781]]",0,61.51582561294703,997.1792219615252,7.131556476529033e-08,0,0,0,1
HB,67,bcsstm12,146,-0.535547395,1.8781033259415256,"[[-14.8956,14.8956]]",0,5.695302751332693,221.8795605794656,0.000525422,14.142907079263066,0.7028355216897139,0,249.1321532122692
HB,68,bcsstm13,444,1.6770954538230802,2.365614549254671,"[[-257.9266,257.9266]]",0.3804293559660509,109.9629404280142,66526.14336803737,0.005556562,22.42341226162632,2.177212701476174,0,1342.092677399556
HB,69,bcsstm19,1,inf,inf,"[[-39545184.0718,39545184.0718]]",0,14187624704092.28,1563821583271753.8,28624.76015868187,0,0,0,1
HB,70,bcsstm20,1,inf,inf,"[[-47795550.6154,47795550.6154]]",0,20931040250800.246,2284414658624484.0,35026.68601907896,0,0,0,1
HB,71,bcsstm21,1,inf,inf,"[[-0.0001,0.0001]]",0,1.0784217342279986e-08,2.149320488526069e-08,3.8215515319480456e-11,0,0,0,1
HB,72,bcsstm22,1,inf,inf,"[[-0.0097,0.0097]]",0,9.766245317770171e-06,9.482213574210066e-05,1.0701842484890799e-10,0,0,0,1
HB,76,bcsstm26,1,inf,inf,"[[-1.5124,1.5124]]",0,0.068419227,2.2873644809261444,3.343265349090692e-11,0,0,0,1
HB,77,bcsstm27,127,-0.951941411,1.4069180915790658,"[[-4942.9469,4942.9469]]",0,2905507.024033649,24432724.264729947,56.480635457370376,4830.473912,1624.0942532688107,3.027327846192029,2331.733706303674
HB,81,blckhole,223,inf,inf,"[[-20.0,20.0]]",0,50.66258741258741,400,1,15,0.3144163528778913,2.737610485525899e-18,50.66258741258741
HB,82,bp_0,465,-0.735453926,1.338102480265575,"[[-617.5417,617.5417]]",0,4351.688959,335406.0409540739,0.204,616.5416997999995,94.23987654,2.778268066994105e-18,193.72832722832723
HB,83,bp_1000,565,-0.579742079,1.164004198706046,"[[-543.131,543.131]]",0,3881.4867193890464,277246.8672951477,0.2655999999999999,539.0339999999999,73.21087058036902,2.764715539838037e-18,236.7288136
HB,84,bp_1200,576,-0.596475502,1.1998489439715772,"[[-543.131,543.131]]",0,4140.1773926069545,271245.9757068214,0.3438949890999999,539.0339999999999,74.15941168228946,2.791820594150175e-18,236.65044435040204
HB,85,bp_1400,557,-0.573747426,1.1789908854141424,"[[-543.131,543.131]]",0,3494.7379537212105,274060.64381400007,0.3438949890999999,538.6019999999999,64.46785377542798,2.764715539838037e-18,242.80292275574112
HB,86,bp_1600,528,-0.584942054,1.1872988059621796,"[[-543.131,543.131]]",0,3486.5678687290565,275527.0975,0.533194983,538.5861999999998,63.34685690663088,2.778268066994105e-18,237.6021483164636
HB,87,bp_200,509,-0.632926521,1.1480755908421207,"[[-543.131,543.131]]",0,3948.7211396086527,285965.74929246074,0.419436,539.2429999999998,83.08920539471329,2.791820594150175e-18,209.5441873
HB,88,bp_400,561,-0.574662254,1.093793842484443,"[[-510.522,510.522]]",0,3715.641480696553,250499.61632166328,0.307384,509.5219995,79.72345724,2.791820594150175e-18,219.17105263157896
HB,89,bp_600,529,-0.59989409,1.090977880566445,"[[-543.131,543.131]]",0,4251.802454598745,281288.03355496074,0.419436,539.0339999999999,81.66415302116488,2.791820594150175e-18,224.0613614573346
HB,90,bp_800,530,-0.562194023,1.120820946926254,"[[-543.131,543.131]]",0,3852.193860130081,274060.6438,0.20958,538.7770999999999,72.27737638795766,2.791820594150175e-18,230.62615791795324
Schenk_IBMNA,1537,c-18,1792,152.5946411251558,5185.556409989687,"[[-641045.9968,641045.9968]]",0,35333911.94253707,410939970015.5956,1.0452635912175685,641042.1829502678,402.6944303310217,0.011055102,367.00792340706505
Schenk_IBMNA,1538,c-19,2088,4.986402270149819,59.62186969350888,"[[-18505.3379,18505.3379]]",0,61014.705897159336,342447532.49482167,1.0473308797720366,18497.73202935048,481.40851786014775,0.3831451538996525,631.7197139845075
Schenk_IBMNA,1539,c-20,2432,1632.747041066893,156741.65679185727,"[[-16396728.8472,16396728.8472]]",0,13191452421.05085,268852716888915.7,1.0456126574784816,16396727.824657578,1741.888655294549,0.011143259,423.0605527023722
Schenk_IBMNA,1540,c-21,3228,1.7677036176160266,25.241615670400936,"[[-5973.283,5973.283]]",0,5614.068261029508,35680110.07468833,1.00000002,5971.589879293316,90.78925773134064,0,760.1014465702286
Schenk_IBMNA,1541,c-22,3082,27.164365681837747,948.7465498,"[[-64187.3417,64187.3417]]",0,802062.4169543263,4120014836.692221,1.00000002,64185.04429755826,74.99868957801397,0,607.1591271215794
Schenk_IBMNA,1542,c-23,3844,-0.778659273,6.536311391789577,"[[-1214.6999,1214.6999]]",0,11848.263321239034,1475495.9198973046,1.1020444623435384,1205.0259151954726,176.8702272590342,0.2813438685158718,930.925802
Schenk_IBMNA,1543,c-24,4092,5.309647697,256.53744413533235,"[[-51113.1819,51113.1819]]",0,88198.96329855324,2612557368.595897,1.1110417812742066,51112.12788585379,63.0851849,0.026567467,848.6584218045324
Schenk_IBMNA,1544,c-25,2887,1.1263468111642023,13.421034748157862,"[[-2111.702,2111.702]]",0,12553.171874926891,4459285.445550221,1.036323704861399,2095.398153813337,168.0353463798532,0.4629175450420711,2068.7237433262817
Schenk_IBMNA,1545,c-26,4092,11.16841164491649,1037.450594070602,"[[-518813.7082,518813.7082]]",0,7913570.062195251,269167663838.8029,1.051934699684728,518812.6825830709,96.10066534597864,0.012709866,719.2684077945391
Schenk_IBMNA,1546,c-27,4002,7.440178862277881,380.5633435426725,"[[-19187.9505,19187.9505]]",0,53480.30057434976,368177443.5851159,1.0160614269396968,19184.54450985432,40.96474342668574,0.005780951,482.8586995182203
Schenk_IBMNA,1547,c-28,3802,180.4681864482832,16392.82856979006,"[[-2947530.923,2947530.923]]",0,294225138.29046965,8687938542179.247,1.0375592694868156,2947529.8393732035,287.4415921345727,0.009215248,425.7263157894737
Schenk_IBMNA,1548,c-29,4994,34.926428389102064,4494.490733034028,"[[-2228050.8925,2228050.8925]]",0,113552800.23320591,4964210779791.298,1.1043234294703193,2228049.5210941974,364.2169696,0.025024524,1047.976241110425
Schenk_IBMNA,1549,c-30,5283,118.05130550186568,16105.79342945787,"[[-4681991.9934,4681991.9934]]",0,667409931.0030594,21921049026564.383,1.054098821277351,4681990.913846663,1989.370287916474,0.013260215,16274.709223204907
Schenk_IBMNA,1550,c-31,3914,3.242202225152207,283.52509923959303,"[[-54941.0034,54941.0034]]",0,52771.09811022747,3018513859.7100854,1.048349667748696,54939.92882954799,96.37615361205664,0.011854974,3785.581232261267
Schenk_IBMNA,1551,c-32,4861,15.925209926827398,249.0150343852516,"[[-7004.4361,7004.4361]]",0,66792.11967982503,49062125.32111146,1.0051449456645254,7003.405860615395,653.6370880944174,0.015013903,11491.08169
Schenk_IBMNA,1552,c-33,5902,5.374524822054126,589.8050815555516,"[[-205056.9888,205056.9888]]",0,825719.0314468445,42048368635.51463,1.1135502757589666,205054.91942044653,2212.883278347484,0.059603191,4080.322381198439
Schenk_IBMNA,1553,c-34,6278,-0.371043367,4.609968246387515,"[[-1731.871,1731.871]]",0,2002.364909564336,2999377.312007733,1.1110446344700675,1730.6968608652833,58.07408109557159,0.057693902,1575.5746972782242
Schenk_IBMNA,1554,c-35,6224,5.255700637629307,50.15048050135928,"[[-18710.8681,18710.8681]]",0,80803.0437,350096585.4955672,1.0098991773771735,18702.49752374893,533.4222074409889,0.2305198839189672,1032.784516067482
Schenk_IBMNA,1555,c-36,6100,1.6287001605197369,56.303775287917446,"[[-8742.1179,8742.1179]]",0,6542.450264306874,76424625.63752727,1.074790243,8740.899725147154,176.95289438058134,0.01814565,2294.2166937110446
Schenk_IBMNA,1556,c-37,6962,9.673537704,415.0896926176953,"[[-44090.5683,44090.5683]]",0,79323.19703567792,1943978210.717845,1.0201187934927665,44086.502475925015,41.91038546718453,0.004971826,1234.0993090149443
Schenk_IBMNA,1557,c-38,7822,-0.24585352,1.2580129805833158,"[[-1681.0,1681.0]]",0,5092.384061559784,2825761,1.3528205261041588,1674.1272245877933,106.26736155149398,0.2455601561491264,1174.7426405282602
Schenk_IBMNA,1558,c-39,6817,8.756449245357725,1726.1148839399566,"[[-252568.112,252568.112]]",0,563386.2823524186,63790651219.75091,1.0201413572380762,252567.0674184099,34.765312259047825,0.004976146,7072.388525307281
Schenk_IBMNA,1559,c-40,10212,-0.720299102,7.589281261751923,"[[-3627.23,3627.23]]",0,20832.57290528142,13156797.57212406,1.1405639590131935,3625.467118849877,884.6528263593855,0.1196179865175183,5937.764407798677
Schenk_IBMNA,1560,c-41,9434,2.9645225474141284,137.2420870760846,"[[-47878.3784,47878.3784]]",0,85438.77198360332,2292339115.642504,1.00000002,47869.34050561057,234.0519754090824,0,1390.4358045948738
Schenk_IBMNA,1561,c-42,7652,2.941894767690936,202.8398672519185,"[[-42005.4058,42005.4058]]",0,53103.79429010359,1764454115.3414357,1.068252213954598,42003.59724797051,1871.651612133018,0.016634093,5339.705046017138
Schenk_IBMNA,1562,c-43,11072,2.514461848214071,126.65251761116912,"[[-65290.5515,65290.5515]]",0,93043.53518336454,4262856109.961447,1.00000002,65289.53428531202,892.7506741176587,8.8134794601346685e-16,14455.244931626488
Schenk_IBMNA,1563,c-44,8068,2.9214869356988507,176.75523233043162,"[[-37329.7369,37329.7369]]",0,36464.26165599911,1393509258.2358012,1.017646942585919,37327.11376481375,47.99989462,0.004367046,988.9540941176472
Schenk_IBMNA,1564,c-45,9903,15.878095629800791,938.9323287116772,"[[-369568.3054,369568.3054]]",0,1874055.3623337548,136580732337.23044,1.024341107196357,369566.37621282256,3663.949491828785,0.006030392,18625.172803980466
Schenk_IBMNA,1565,c-46,10382,-0.407994218,3.352501575034568,"[[-2207.7571,2207.7571]]",0,4695.708206529161,4874191.581547956,1.0493163919065502,2206.7327768065666,387.7990442720344,0.012289046,4557.635045284785
Schenk_IBMNA,1566,c-47,12452,1.907439243754545,851.4069846,"[[-375384.0509,375384.0509]]",0,671767.6916289014,140913185657.69977,1.0023733137643611,375381.4388702382,246.6057023610861,0.010118102,9583.852475
Schenk_IBMSDS,956,3D_28984_Tetra,9524,1.1807528160498946e+19,2.082141050031892e+19,"[[-1.91237146e+21,1.91237146e+21]]",0.1803063759315484,2.7735810880661797e+39,1.8285823005112656e+42,1.0311046561984646e-33,1.91237146e+21,1.334443106474723e+19,0,178.5610118838831
Schenk_IBMNA,1567,c-48,16152,6.944800170300535,1068.6686182711196,"[[-473333.4766,473333.4766]]",0,3026049.003121265,224044580078.1533,1.015124690518724,473330.88581851264,102.73736149470652,0.010754863,1628.7983140655106
Schenk_IBMNA,1568,c-49,17520,4.151822014575875,618.8929409644338,"[[-153153.1321,153153.1321]]",0,155212.9180093823,23455881886.292946,1.00000002,153152.09891994527,68.69084920398727,1.5809022927554262e-16,1327.7786169128883
Schenk_IBMNA,1569,c-50,18122,5.223043685648356,1191.7967322235531,"[[-265860.6685,265860.6685]]",0,403224.5995,70681895079.73515,1.00000002,265859.6595393221,98.93537142444076,3.5666185716626275e-16,2189.907842103803
Schenk_IBMNA,1570,c-51,18280,-0.921832218,31.52638312575039,"[[-5304.4732,5304.4732]]",0,3253.919091218153,28137436.26744156,1.00000002,5301.351528918122,82.91235425781842,0,2029.4375418620227
Schenk_IBMNA,1571,c-52,21920,12988646446.140162,3872369843416.228,"[[-1943462492098736.0,1943462492098736.0]]",0,1.8799180717290856e+25,3.777046458194629e+30,1.00000002,1943462492098732.0,49594414657.30712,2.9621758605019593e-16,1558.0614479941592
GHS_indef,1215,aug2d,198,-1,1,"[[-4.0,4.0]]",0,7.959183673469388,8,4,3,2.010204081632653,7.022919572274855e-17,7.959183673469388
GHS_indef,1216,aug2dc,202,-1,1.0100505037878156,"[[-4.0,4.0]]",0,7.96,8,4,3,2.01,7.064932406458667e-17,7.96
GHS_indef,1217,aug3d,977,-1,1,"[[-6.0,6.0]]",0,11.666666666666666,12,6,5,4.055555555555555,7.66801986490373e-17,11.666666666666666
GHS_indef,1298,brainpc2,34495,1.173182132524389,1.010097420199355,"[[-7379.2387,7379.2387]]",0,8088195.088,54453164.30369686,43835.59674685971,5378.238473000008,2037.5486993554407,0,35567.91342568076
GHS_indef,1299,bratu3d,2150,5.267990089549683,2.444858145115366,"[[-11.9882,11.9882]]",0,133.60834434646574,143.71646803699232,0.04,10.78818035,0.6068457780617827,0,45.33173375681834
GHS_indef,1295,bloweya,39988,1.457036438498902,1.5176380771888052,"[[-10000.0,10000.0]]",0,17654.930789254777,132000.0001,4.00000002e-08,9993.3,1337.5998000079992,1.999999954934101e-08,10696.42434787246
GHS_indef,1424,bloweybl,20005,1.8058324430630128,1.5811467397117986,"[[-10000.0,10000.0]]",3.3330000333300005e-05,9139.872841609573,50199.99999999999,2.00000001e-08,9997.48,1818.7510391858127,2.710505431213761e-20,9105.808053
HB,91,can_1054,380,inf,inf,"[[-35.0,35.0]]",0,201.7792718924237,1225,36,27,7.651689078386356,0.059332641,201.7792718924237
HB,92,can_1072,457,inf,inf,"[[-35.0,35.0]]",0,204.10527161684345,1225,36,27,7.749276759884282,0.07960015,204.10527161684345
HB,93,can_144,33,inf,inf,"[[-15.0,15.0]]",0,98.66666666666669,225,36,9,3.7777777777777777,0.091614396,98.66666666666669
HB,94,can_161,59,inf,inf,"[[-17.0,17.0]]",0,76.21278140885984,289,36,10,0.5809731299927379,0.2900581567184618,76.21278140885984
HB,95,can_187,43,inf,inf,"[[-10.0,10.0]]",0,68.27565392354124,100,25,4,0.7940979208584842,0.096664862,68.27565392354124
HB,96,can_229,94,inf,inf,"[[-13.0,13.0]]",0,70.83905458638154,169,9,8,1.039954980303883,0.2045967530825665,70.83905458638154
HB,97,can_24,15,inf,inf,"[[-9.0,9.0]]",0,51.85,81,16,5,1.5,0.6654422619429862,51.85
HB,98,can_256,216,inf,inf,"[[-83.0,83.0]]",0,242.8333333333333,6889,16,77,11.607681755829905,0.5356297142072425,242.8333333333333
HB,99,can_268,218,inf,inf,"[[-37.0,37.0]]",0,203.42180402336143,1369,16,31,7.984425697598962,0.4103287279038825,203.42180402336143
HB,102,can_61,52,inf,inf,"[[-25.0,25.0]]",0,115.91921005385996,625,25,19,4.962298025,0.3631253234672931,115.91921005385996
HB,103,can_62,18,inf,inf,"[[-7.0,7.0]]",0,14.779816513761467,49,4,5,0.6788990825688074,0.045526352,14.779816513761467
HB,106,can_73,52,inf,inf,"[[-9.0,9.0]]",0,36.54376657824934,81,9,6,2.419098143236074,0.4511636049543188,36.54376657824934
HB,107,can_838,295,inf,inf,"[[-32.0,32.0]]",0,234.3262737262737,1024,36,24,7.440959040959041,0.1431791577934505,234.3262737262737
HB,108,can_96,44,inf,inf,"[[-9.0,9.0]]",0,68.625,81,36,3,0.75,0.4044494403610153,68.625
HB,109,curtis54,27,inf,inf,"[[-16.0,16.0]]",0,38.83505154639175,192,9,13,2.1512027491408934,0.1730947783852115,38.83505154639175
HB,110,dwt_1005,205,inf,inf,"[[-27.0,27.0]]",0,115.5642036886672,729,16,15,2.316668599930402,0.030380537,115.5642036886672
HB,111,dwt_1007,78,inf,inf,"[[-10.0,10.0]]",0,75.73002915451895,100,9,5,0.323731778,0.010415261,75.73002915451895
HB,112,dwt_1242,255,inf,inf,"[[-12.0,12.0]]",0,79.02014195281028,144,4,8,1.3600613849990408,0.015908189,79.02014195281028
HB,113,dwt_162,39,inf,inf,"[[-9.0,9.0]]",0,60.313028764805416,81,4,5,1.1032148900169203,0.057466891,60.313028764805416
HB,114,dwt_193,102,inf,inf,"[[-30.0,30.0]]",0,414.12682507872887,900,64,20,5.408531348411108,0.814657796,414.12682507872887
HB,115,dwt_198,23,inf,inf,"[[-12.0,12.0]]",0,60.56178161,144,4,8,1.2959770114942528,0,60.56178161
HB,116,dwt_209,127,inf,inf,"[[-17.0,17.0]]",0,82.20252438324728,289,16,13,1.670682730923695,0.121144301,82.20252438324728
HB,117,dwt_221,60,inf,inf,"[[-12.0,12.0]]",0,59.94045426642112,144,16,7,1.5567833026396565,0.025592764,59.94045426642112
HB,118,dwt_234,48,inf,inf,"[[-10.0,10.0]]",0,16.894484412470025,100,4,7,1.9184652278177456,1.1392254327391438e-16,16.894484412470025
HB,119,dwt_245,88,inf,inf,"[[-13.0,13.0]]",0,53.49144421629021,169,4,11,1.891854893908282,0.035428562,53.49144421629021
