Group,Matrix ID,Name,RCM Bandwidth,Directional Mean Bias,Signed Frobenius Ratio,Gershgorin Discs,Strictly Diagonally Dominant Row Fraction,Fiedler Value,Brauer Mean Product (Top),Brauer Max Product,Brauer Mean Product,Brauer Min Product,Brauer Max Center Distance,Brauer Mean Center Distance
LPnetlib,596,lp_adlittle,78,1.4869233493747591,1.647969294755026,"[[-230.0,230.0]]",0,0.059909942,68.52594339622641,13728.7874,317.5712526978035,2,25,8.330188679245284
LPnetlib,597,lp_afiro,21,1.155367592820261,1.8694215280823068,"[[-20.525,20.525]]",0,0.043139591,12.18627450980392,70.380225,13.398945294117643,2,9,2.431372549019608
LPnetlib,598,lp_agg,316,2.471193674042408,68.82984202553078,"[[-430.9414,430.9414]]",0,6.0101140022066966e-05,136.93815513626834,183055.6989367868,602.7085438382596,0.8111193860000001,41,13.258560447239692
LPnetlib,599,lp_agg2,354,2.979071491683148,76.23568565800001,"[[-430.9414,430.9414]]",0,0.000120163,277.8955696202532,183055.6989367868,645.4817622365603,0.8502139380000001,48,13.046413502109704
LPnetlib,600,lp_agg3,354,2.9681188761311925,74.87889567,"[[-430.9414,430.9414]]",0,0.000120163,280.7638772077376,183055.6989367868,789.6047750851429,0.8502139380000001,48,13.201850294365013
LPnetlib,601,lp_bandm,237,2.124635465244876,2.126527808976517,"[[-1652.028,1652.028]]",0,0.026513372,210.86206896551724,468310.7849,11638.794933982816,0.08608269,71,11.989574979951884
LPnetlib,602,lp_beaconfd,189,-0.225767555,2.156690398140902,"[[-3921.72,3921.72]]",0,2.832478175618381e-18,1642.5654342723003,2374549.301,56695.20219662699,0.055,153,59.51995305164319
LPnetlib,603,lp_blend,77,1.134403728064361,1.954314726,"[[-121.3,121.3]]",0,0.1258952848989135,88.11494252873563,11237.232,607.2150482152186,2,28,5.390804597701149
LPnetlib,604,lp_bnl1,410,-0.323462899,-8.409540033,"[[-500.6,500.6]]",0.000448632,0,112.69269703543024,39105.670560000006,810.7865631683555,1,72,18.882501807664497
LPnetlib,605,lp_bnl2,518,-0.409368017,-5.858907013,"[[-718.3,718.3]]",0,2.764715539838037e-18,94.99266471,68112.86933000002,757.7729459444063,0.29606778,80,14.74193118164844
LPnetlib,606,lp_bore3d,164,-0.066790412,-22.35655832,"[[-5187.6889,5187.6889]]",0,2.778268066994105e-18,217.0421270718232,8144823.5722847665,71054.31882102079,1,71,13.776243093922652
LPnetlib,607,lp_brandy,195,1.1045861094139109,3.003736784680977,"[[-1287.06,1287.06]]",0.051625239,0,579.3215258855586,535550.8142,12319.898669295104,1,117,24.669391462306997
LPnetlib,608,lp_capri,238,4.966718710703095,12.333233406966809,"[[-1875.4799,1875.4799]]",0,0.024001891,173.34177215189874,1114138.5564545777,17011.56610715953,0.248252145,46,8.197257383966244
LPnetlib,609,lp_cre_a,4286,-0.080675793,-5.840339332,"[[-2504.3,2504.3]]",0.008175399,0,191.43851827388812,739674,13222.018199031265,4,359,31.78445618670189
LPnetlib,613,lp_cycle,1669,-0.752124511,-1.441111004,"[[-7257.8906,7257.8906]]",0.002464922,1.3552527156068804e-20,264.6221625694641,9548401.604038756,193361.46419812564,0.03920384,62,15.031176415183197
LPnetlib,614,lp_czprob,1795,2.054907311687096,276.6495641967601,"[[-14884.0,14884.0]]",0,2.818925648462313e-18,569.1037542024654,2069320.2874000005,21647.44947788936,1,416,184.3384385506164
LPnetlib,615,lp_d2q06c,2312,-0.46344392,1.517822063634928,"[[-10123.527,10123.527]]",0,0.023767955,506.0177443245368,23996864.33264476,83806.93234990728,1.065,142,22.28832260209788
LPnetlib,616,lp_d6cube,6219,1.745837741118136,7.047482785919614,"[[-10267.0,10267.0]]",0.001666919,1.3552527156068804e-20,13853.83890303416,5318306,49840.97915340548,16,6182,2200.891894759177
LPnetlib,617,lp_degen2,386,-1,1.2141199122682709,"[[-86.0,86.0]]",0,0.2275532302754592,219.83027850511783,1462,219.83027850511783,2,85,16.64746488931207
LPnetlib,618,lp_degen3,1501,-1,1.1283394007836225,"[[-204.0,204.0]]",0,0.2364601057521489,1860.2828326517767,8976,1860.2828326517767,2,203,61.1887386
LPnetlib,619,lp_dfl001,6254,-0.992885189,1.1643591739548764,"[[-233.0,233.0]]",0,0.076975529,62.13973394701392,2097,63.28368149104272,3,227,12.413953749438706
LPnetlib,620,lp_e226,253,1.2374688460074554,-1.708602856,"[[-3597.8,3597.8]]",0,0.017006291,577.1661849710982,10762279.03,117165.96036257302,0.294,108,33.615606936416185
LPnetlib,621,lp_etamacro,346,1.605199590160436,2.014235125372456,"[[-3591.73,3591.73]]",0,0,39.094205754828536,7205010.440179999,86049.65416391741,0.48906,22,6.148206543161214
LPnetlib,622,lp_fffff800,745,12.510274543517031,204.0284538799216,"[[-131091.683,131091.683]]",0,0.1126503864768568,901.7508202,14287100480,11918448.719684178,2,249,47.17169192313701
LPnetlib,623,lp_finnis,470,1.3249132536455774,1.834121021994184,"[[-293.266,293.266]]",0,0.028679607,75.66340579710145,31305.327260884365,534.6037346935545,1.314,40,9.100724638
LPnetlib,624,lp_fit1d,1032,-0.974284548,-1.302730895,"[[-231563.0,231563.0]]",0,0.992916345,9703.891189394504,452087391.8,25706475.673093803,142.17000000000002,1026,719.2011618380874
LPnetlib,625,lp_fit1p,1661,-0.31239929,-2.764496899,"[[-141883.0,141883.0]]",0,0.942400965,5917.159100121605,277286203.4,13488360.570895644,53,618,360.5265504661532
LPnetlib,626,lp_fit2d,5930,1.0353889828880216,-1.10434086,"[[-969318.0,969318.0]]",0,0.9994857878581755,83015.71863,2795513112,35604535.23345114,1946.17,10493,6614.645185288511
LPnetlib,627,lp_fit2p,13504,1.286651688934244,-1.240401216,"[[-273374.0,273374.0]]",0,0.6261228573097969,23575.468280168643,789504112,7653660.315978665,14,2989,1377.954737
LPnetlib,628,lp_ganges,391,1.0603526929975806,1.368262462452533,"[[-13.0,13.0]]",0,0.002295958,215.4102638027966,39,7.332223517129885,0.72600627,71,13.20686175580222
LPnetlib,629,lp_gfrd_pnc,88,-0.497876989,-1.527556172,"[[-4909.4,4909.4]]",0,0.00099724,10.839672801635992,16130177.36,1828014.605153088,2,10,2.5914110429447854
LPnetlib,630,lp_greenbea,2268,-0.949237319,1.1526576298301507,"[[-561.43,561.43]]",0.000375469,1.3552527156068805e-19,337.4857418731896,56142.99999999999,305.7480678559303,0.0599368,274,40.39433537174123
LPnetlib,631,lp_greenbeb,2268,-0.949237319,1.1526576298301507,"[[-561.43,561.43]]",0.000375469,2.818925648462313e-18,337.4857418731896,56142.99999999999,305.7480678559303,0.0599368,274,40.39433537174123
LPnetlib,632,lp_grow15,75,9.752380370029162,1.157872472190141,"[[-5.3227,5.3227]]",0,0.006930381,303.5916370106761,10.645347999999998,4.049175170278852,1.400634056,21,5.742704626334519
LPnetlib,633,lp_grow22,75,9.766428747146328,1.165483050773479,"[[-5.3227,5.3227]]",0,0.003229806,303.63281628696075,10.645347999999998,4.080350123406667,1.400634056,21,5.767086766844401
LPnetlib,634,lp_grow7,75,9.699343800238518,1.1301139403351252,"[[-5.3227,5.3227]]",0,0.031289046,303.4429555895865,10.645347999999998,3.936615243,1.400634056,21,5.654670750382849
LPnetlib,635,lp_israel,283,-0.321787654,1.0698744501027615,"[[-14881.0,14881.0]]",0,0.1133685707906306,1111.908718788375,74457381.12,4388561.620513528,2,133,37.3483422
LPnetlib,636,lp_kb2,47,6.613540740031049,4.710017084858458,"[[-852.2897,852.2897]]",0,0.1624763101607801,78.53354632587859,598101.6536339028,152790.1217148992,2,12,2.792332268370607
LPnetlib,637,lp_ken_07,1182,-1,1.1616603851527882,"[[-50.0,50.0]]",0,0.02888833,31.28974297953356,150,31.28974297953356,2,49,9.328891004283674
LPnetlib,638,lp_ken_11,7517,-1,1.1417640272465892,"[[-122.0,122.0]]",0,0.011780523,56.50046883281014,366,56.50046883281014,2,121,17.66484569285336
LPnetlib,641,lp_lotfi,284,-0.299709724,1.0594892852763909,"[[-9100.0,9100.0]]",0,0.172794703,129.2737676056338,9109100,100396.6549079127,2,131,28.609154929577464
LPnetlib,642,lp_maros,878,-0.027764489,-54.22327888,"[[-280165.9,280165.9]]",0,2.832478175618381e-18,323.32919009568906,8300378181.898602,61601225.845410034,0.013208,163,21.737003058103976
LPnetlib,643,lp_maros_r7,1356,-0.089798366,1.5390154533047546,"[[-5.1036,5.1036]]",0,0.004282154,2043.6396360322544,15.83916364,15.233085229663605,3.2561910000000003,47,5.168148679995581
LPnetlib,644,lp_modszk1,825,1.3478344676371037,1.063438084812368,"[[-19.9702,19.9702]]",0.000433463,2.791820594150175e-18,26.86994949494949,81.05182448,14.029496845928568,0.8743250959999997,20,5.460858585858586
LPnetlib,653,lp_perold,612,1.9200403719479129,1.0584393538567207,"[[-100801.0,100801.0]]",0,0.010336448,113.52456083279117,4562958266.272285,65988096.64330615,0.3667727,37,11.183474300585557
LPnetlib,654,lp_pilot,2035,-0.592036046,1.3103266626982264,"[[-635.15,635.15]]",0,0.001260492,2377.634861971831,172206.18701999998,718.9230336786703,0.001350372,259,66.00121690140845
LPnetlib,655,lp_pilot4,418,6.819170512223524,1.385126696488919,"[[-92589.73,92589.73]]",0,0.001680059,380.3444149,6343688419.976471,22380746.146872148,0.3667727,75,16.91755319148936
LPnetlib,657,lp_pilot_ja,1126,1.857417498,1.0688862024443162,"[[-11854590.75,11854590.75]]",0,0.031113018,1516.0585564532282,140359933832130.88,150752341867.86322,0.3667727,223,52.72204046
LPnetlib,658,lp_pilot_we,797,1.8079538765527765,-1.000141346,"[[-64264.9005,64264.9005]]",0,0.018503884,101.81867242309768,3081681118.5839634,4907207.783412695,0.24,78,22.672638963842417
LPnetlib,660,lp_qap12,4311,-1,3.330301651638946,"[[-24.0,24.0]]",0,0.929820806,69.65413533834587,288,69.65413533834587,48,12,8.360902255639099
LPnetlib,662,lp_qap8,979,-1,2.672612419124244,"[[-16.0,16.0]]",0,0.9035853135393732,45.47368421052632,128,45.47368421052632,32,8,4.561403509
LPnetlib,663,lp_recipe,56,2.0844819580862475,1.8978140949172893,"[[-1340.0,1340.0]]",0,5.594483210025203e-17,87.61717612809316,1153626.502,152419.07727451783,2,14,4.716157205240175
LPnetlib,664,lp_sc105,19,1.131629858920174,1.539587756436805,"[[-6.5,6.5]]",0,5.773376568485311e-17,8.75,27.95,10.892,1,4,1.1470588235294117
LPnetlib,665,lp_sc205,21,1.1357010050928296,1.5118456707150545,"[[-6.5,6.5]]",0,2.791820594150175e-18,8.697744360902256,27.95,10.94760902255639,1,4,1.1278195488721805
LPnetlib,666,lp_sc50a,27,1.122440509131157,1.6106386990300816,"[[-6.5,6.5]]",0,9.085614205428527e-17,8.84375,27.95,10.729250000000002,1,4,1.1875
LPnetlib,667,lp_sc50b,18,1.267660604168293,1.9155912920552427,"[[-11.0,11.0]]",0,2.832478175618381e-18,7.148648648648648,47.3,10.974054054054054,1,4,1.2162162162162162
LPnetlib,668,lp_scagr25,39,-0.927048509,-1.692749367,"[[-17.46,17.46]]",0,0.001174228,20.55014492753623,272.02680000000004,24.57471866666667,2,9,3.278840579710145
LPnetlib,669,lp_scagr7,33,-0.936365876,-1.645993216,"[[-17.46,17.46]]",0,0.014563476,19.795698924731184,272.02680000000004,23.42046989247312,2,9,3.182795698924731
LPnetlib,670,lp_scfxm1,135,-0.256866124,-2.920798134,"[[-2095.2,2095.2]]",0,0.01445337,197.7942899,1529349.336,72111.63923250017,1.1,56,10.425329428989752
LPnetlib,671,lp_scfxm2,318,-0.256506837,-2.920778418,"[[-2095.2,2095.2]]",0,0.002711432,198.07734503565555,1529349.336,72048.25869974305,1.1,56,10.447613823368076
LPnetlib,672,lp_scfxm3,195,-0.256387397,-2.920771846,"[[-2095.2,2095.2]]",0,0.001244594,198.17158176943695,1529349.336,72027.15760109665,1.1,56,10.455032902754082
LPnetlib,673,lp_scorpion,98,1.3068286488099925,1.140234459666669,"[[-10.8,10.8]]",0,0.004588392,29.55019556714472,41.34,11.509242774771838,1.68140625,20,3.044328552803129
LPnetlib,674,lp_scrs8,91,31.212844647931377,129.38613635246796,"[[-8909.2915,8909.2915]]",0,0.000475857,60.76490267639903,3519976.909849659,114909.5369558585,0.0804,35,17.509732360097324
LPnetlib,675,lp_scsd1,598,-1,1,"[[-39.1698,39.1698]]",0,0.1669153527814395,117.5644891122278,110.7888373762836,63.18077206418553,18.05923066,49,30.32328308207705
LPnetlib,676,lp_scsd6,268,-1,1,"[[-33.6046,33.6046]]",0,0.043690956,113.11584800741429,95.04824832034772,61.09518641140108,10.85233512,39,28.594995366079704
LPnetlib,677,lp_scsd8,169,-1,1,"[[-22.0814,22.0814]]",0,0.002537573,75.34948741845294,62.45574114249988,42.20680947727403,10.85233512,22,18.524231127679403
LPnetlib,678,lp_sctap1,168,1.7814947564051506,2.266004902,"[[-340.0,340.0]]",0,0.1950431804194224,41.53685897435897,64940,5658.688034188034,3,22,6.090811965811966
LPnetlib,679,lp_sctap2,512,1.6169965435579712,1.9914583433790976,"[[-498.0,498.0]]",0,0.2493098609289451,55.00927188437415,95118,9056.070084537769,3,24,8.791109899100082
LPnetlib,680,lp_sctap3,667,1.593256433007986,1.963046523404035,"[[-498.0,498.0]]",0,0.2336838453470004,54.86213273063489,95118,7657.132114238751,3,31,8.756523525785905
LPnetlib,681,lp_share1b,137,-0.657726589,2.4376425454528494,"[[-5345.6489,5345.6489]]",0,0.085152943,91.31297709923663,9812258.226,575300.5463162769,2,35,10.223918575063614
LPnetlib,682,lp_share2b,72,-0.191346119,-2.611913705,"[[-1023.3,1023.3]]",0,0.013189451,85.02059202059202,479620.71,106681.13753912484,2,12,2.7258687258687258
LPnetlib,683,lp_shell,773,-1,1.002250987654051,"[[-255.0,255.0]]",0,0.02069141,59.72287802136032,510,59.72287802136032,4,253,27.833614390106803
LPnetlib,684,lp_ship04l,1191,1.0055208508697695,1.445357056293236,"[[-84.0,84.0]]",0.01635514,5.421010862427522e-20,161.30188087774297,1749.216,162.44962638222313,1.027775,81,50.83448275862069
LPnetlib,685,lp_ship04s,759,1.008004669256987,1.4591610273539626,"[[-66.0,66.0]]",0.022012579,0,117.55181818181818,1207.792,118.97617276904172,1.027775,63,36.32727272727273
LPnetlib,686,lp_ship08l,2699,1.0051179510185078,1.4445168690182224,"[[-85.0,85.0]]",0.012837969,1.3552527156068804e-20,163.10999844744606,1826,164.61883052223632,1.0737238,82,51.39574600217357
LPnetlib,687,lp_ship08s,1425,1.0091619748280891,1.4680629269408725,"[[-61.0,61.0]]",0.020338983,8.131516293641283e-20,100.2290797887128,1144,102.56526732664008,1.0737238,58,30.516819571865444
LPnetlib,688,lp_ship12l,3865,-0.993642736,1.4089900085293967,"[[-75.0,75.0]]",0.0163076,2.710505431213761e-20,139.28606537232736,588,138.33717167194962,1.0667125,72,43.61968542639469
LPnetlib,689,lp_ship12s,1970,-0.987502144,1.403944362203216,"[[-49.0,49.0]]",0.027114428,0,81.67914051183003,344.40000000000003,80.35487887453546,1.0667125,46,24.60236600676002
LPnetlib,690,lp_sierra,459,1421.8684607104412,14023.647708331018,"[[-100021.0,100021.0]]",0,0.007698236,42.82164729408824,10002200021,82578532.11411074,3,21,8.069491313585802
LPnetlib,691,lp_stair,108,-0.248807672,1.2265163737805045,"[[-34.4787,34.4787]]",0,0.019072802,339.37496877341994,893.1092638907999,28.10934553349496,1.0799999999999998,35,9.279040719460404
LPnetlib,692,lp_standata,751,3.5761256059889712,5.523904158015591,"[[-11920.3,11920.3]]",0,0.1685843926118747,506.17213622291024,866660.3400000001,55718.572194319946,2,744,181.52879256965943
LPnetlib,693,lp_standgub,933,3.408826888688436,5.523976390379731,"[[-11920.3,11920.3]]",0.001146789,0,493.2893948472139,866660.3400000001,53916.86282002799,2,744,179.11743559017376
LPnetlib,694,lp_standmps,747,2.808744683000336,5.525135089185245,"[[-11920.3,11920.3]]",0,0.1684979196526633,556.3094378545642,866660.3400000001,48430.81686117933,2,744,151.14027849406912
LPnetlib,695,lp_stocfor1,32,104.46103590236838,203.0109615897761,"[[-1342.9,1342.9]]",0,0.024468318,30.325349301397207,1236642.823,164967.17409073914,1.93742,14,3.712574850299401
LPnetlib,696,lp_stocfor2,512,97.09588360467534,205.72517485801416,"[[-1534.5946,1534.5946]]",0,0.001106672,39.72394998396922,2060807.142,263175.5900913143,1.79732,14,3.497061023832425
LPnetlib,698,lp_truss,568,-1,1,"[[-24.3896,24.3896]]",0,0.0048401,101.1510274464722,68.98354464,56.573817000373616,14.1948,30,25.61143842506107
LPnetlib,699,lp_tuff,486,8.245723653385282,31.02436705247578,"[[-10288.7351,10288.7351]]",0.032258065,0,828.0138127603595,102420241,996237.1098933232,1,112,71.92019294
LPnetlib,700,lp_vtp_base,208,30.28392353904998,48.60587486158386,"[[-17627.0,17627.0]]",0,2.818925648462313e-18,45.13225499524263,264440254,33176162.401793208,1,37,7.299714557564225
LPnetlib,701,lp_wood1p,2579,-0.038625394,-1.48185426,"[[-618520.7979,618520.7979]]",0,0.1981668857759753,26278.78185883559,1244463845,75938741.79,2,2583,936.7098097
LPnetlib,702,lp_woodw,3436,-0.219337012,-1.173839083,"[[-403076.0,403076.0]]",0,0.1980778712119663,1802.8877744284684,807607104.4,96369244.89619282,2,1476,401.56619628137753
LPnetlib,703,lpi_bgdbg1,145,-0.874749141,2.742637399179513,"[[-21.07,21.07]]",0,0,34.191335740072205,252.84,22.82864885522118,1.01,28,3.907340554
LPnetlib,704,lpi_bgetam,346,1.605199588948392,2.014235125334692,"[[-3591.73,3591.73]]",0,4.400261622086732e-15,39.094205754828536,7205010.435389672,86049.65406365269,0.489060002,22,6.148206543161214
LPnetlib,705,lpi_bgindy,5810,-0.28665589,2.340823845,"[[-1206.0,1206.0]]",0,0.058036362,6915.715510216401,29213.73411,3143.517206917632,1.122919999,1172,500.5119669211964
LPnetlib,706,lpi_bgprtr,16,73,313.81908269999565,"[[-991.0,991.0]]",0,0.1232851421676595,8.171428571,899828,41708.74285714285,3,5,1.8285714285714283
LPnetlib,707,lpi_box1,160,-1,-1.00153728,"[[-34.0,34.0]]",0,0.1226653939913714,22.337941628264208,136,22.337941628264208,4,32,7.099846390168971
LPnetlib,708,lpi_ceria3d,3126,-1,-1.26786665,"[[-967.0,967.0]]",0,0.2284243179378795,2065.9359712909622,183730,2065.9359712909622,2,965,133.09509868731703
LPnetlib,709,lpi_chemcom,197,1.2857142857142856,1.081293249453251,"[[-9.0,9.0]]",0,0.044374356,19.34339622641509,27,11.634339622641509,3,10,3.3433962264150945
LPnetlib,710,lpi_cplex1,2502,-0.248051185,-2.01489952,"[[-720.0,720.0]]",0,0.060300644,924.1349228099024,90327.81732,6113.081544,2,1498,299.27614871654333
LPnetlib,711,lpi_cplex2,272,-0.981255739,-1.067137964,"[[-122.0,122.0]]",0,0.3004818861366288,184.82222222222225,976,159.73363368635526,2.621830165,121,28.483950617283952
LPnetlib,712,lpi_ex72a,24,-1,1.002143625,"[[-7.0,7.0]]",0,0.006879397,6.117773019271948,21,6.117773019271948,4,5,0.9207708779443254
LPnetlib,713,lpi_ex73a,25,-1,-1.002190583,"[[-7.0,7.0]]",0,0.006995263,6.048140043763676,21,6.048140043763676,4,5,0.8927789934354485
LPnetlib,714,lpi_forest6,21,-0.862947067,-1.451786833,"[[-4.0,4.0]]",0,0.02159525,8.378048780487806,11,5.8932926829268295,2.25,5,1.7886178861788615
LPnetlib,715,lpi_galenet,5,-1,1.4638501094227998,"[[-4.0,4.0]]",0,0.085409273,5.363636363636363,8,5.363636363636363,2,2,1.2727272727272727
LPnetlib,716,lpi_gosh,4899,2.2549567639157804,5.698845884479635,"[[-1021.1125,1021.1125]]",0.000115962,0,884.0679219,235395.68905353232,638.9099961021984,0.0001,399,67.81529318779826
LPnetlib,718,lpi_greenbea,2558,-0.949149413,1.1526177849695396,"[[-561.43,561.43]]",0.000375516,0,337.42456716225786,56142.99999999999,305.6887415623297,0.0599368,274,40.38282808779044
LPnetlib,719,lpi_itest2,7,1.417004048582996,2.561249695,"[[-7.5,7.5]]",0,0.2279743463610441,9.923076923076923,37.5,15.951923076923077,2,3,1.5384615384615383
LPnetlib,720,lpi_itest6,6,1.0787858864781943,1.0966443888391195,"[[-5.0,5.0]]",0,5.425076620574343e-17,7.344827586206897,17.5,5.902106896551724,2,3,1.6551724137931034
LPnetlib,721,lpi_klein1,84,1.2491955006166098,1.0322637742073453,"[[-10373.0,10373.0]]",0,0.7640454292074185,244.608,58960132,1764358.7,5,29,8.186666666666667
LPnetlib,722,lpi_klein2,448,1.3017849348830557,-1.041019369,"[[-15838.0,15838.0]]",0,0.3821308789428065,1321.2992888186488,126656486,1858114.7708415643,2,161,78.38364282892138
LPnetlib,723,lpi_klein3,958,1.1516292656748015,-1.052057506,"[[-28517.0,28517.0]]",0,0.3820555383769295,2911.606518586368,416262649,6746390.227387222,2,272,137.01396839935882
LPnetlib,724,lpi_mondou2,68,-1,1,"[[-19.0,19.0]]",0,0.00202513,9.92384106,38,9.92384106,2,17,2.9768211920529803
LPnetlib,725,lpi_pang,351,27.42735373,524.1220471398808,"[[-100000.27,100000.27]]",0,2.764715539838037e-18,121.94033412887828,10000027000,3426093.702,0.083061878,34,6.863279918
LPnetlib,726,lpi_pilot4i,418,6.825925900579643,1.3851266962267097,"[[-92589.73,92589.73]]",0,0.001680059,380.3444149,6343688419.976471,22380746.146872148,0.3667727,75,16.91755319148936
LPnetlib,727,lpi_qual,175,-0.752098973,1.8136557746447504,"[[-11872.7671,11872.7671]]",0,0.016911293,73.40279465370595,121911941.0265638,318960.2284,1.0625,27,6.532199270959903
LPnetlib,728,lpi_reactor,274,-0.000887001,-3807.09527,"[[-21003.0,21003.0]]",0,0.005756874,119.89617908143572,420102006,9205218.202824634,2,65,16.47317637977615
LPnetlib,729,lpi_refinery,149,-0.743975276,1.6821857866463552,"[[-11774.8414,11774.8414]]",0,3.747585466777614e-15,72.83210332103322,120906421.32496607,331808.67188434146,1.0625,27,6.547355473554736
LPnetlib,730,lpi_vol1,175,-0.752098973,1.8136557746447504,"[[-11872.7671,11872.7671]]",0,0.016911293,73.40279465370595,121911941.0265638,318960.2284,1.0625,27,6.532199270959903
LPnetlib,731,lpi_woodinfe,16,-1,-1.014389229,"[[-6.0,6.0]]",0,2.818925648462313e-18,7.6571428571428575,12,7.6571428571428575,1,5,2.657142857142857
LPnetlib,612,lp_cre_d,42455,-0.107595885,-3.661314951,"[[-1774.3,1774.3]]",0.029562951,0,678.5008758626842,517079.7,1579.9360940579204,6,807,184.33264129368163
LPnetlib,639,lp_ken_13,14047,-1,1.1328782670828108,"[[-170.0,170.0]]",0,0.029291828,71.61970672,510,71.61970672,2,169,22.720790572362876
LPnetlib,645,lp_osa_07,22061,2.827210205575972,197.6778050750493,"[[-79052.2094,79052.2094]]",0,0.9350240419626518,36838.70627,2485022.013,265768.05401683366,18,17612,6134.656313012733
LPnetlib,649,lp_pds_02,3051,-1,1.095081602435196,"[[-91.0,91.0]]",0,0.020756085,32.26136020759157,182,32.26136020759157,2,89,12.982318508237285
LPnetlib,697,lp_stocfor3,8192,97.83538556037244,205.62640452875232,"[[-2762.2972,2762.2972]]",0,0.000399925,47.34540229,3709488.964,277121.8390179599,1.79732,15,3.9731576848503183
LPnetlib,646,lp_osa_14,48050,2.8093830067276664,290.57685012820946,"[[-170318.0056,170318.0056]]",0,0.933924596,79978.25552748844,5353980.57,570401.4094597421,18,38335,13324.579437837634
